TMDb ID,IMDb ID,Type,Name,Release Date,Season Number,Episode Number,Rating,Your Rating,Date Rated
546554,tt8946378,movie,Knives Out,2019-11-27T00:00:00Z,,,7.842,9.0,2019-12-15T00:00:00Z
13811,tt0448011,movie,Knowing,2009-03-19T00:00:00Z,,,6.24,7.0,2016-09-29T00:00:00Z
251516,tt3472226,movie,Kung Fury,2015-05-22T00:00:00Z,,,7.473,6.0,2018-04-15T00:00:00Z
2118,tt0119488,movie,L.A. Confidential,1997-09-19T00:00:00Z,,,7.802,8.0,2015-10-26T00:00:00Z
777,tt0028950,movie,La Grande Illusion,1937-06-04T00:00:00Z,,,7.865,8.0,2016-09-29T00:00:00Z
313369,tt3783958,movie,La La Land,2016-12-01T00:00:00Z,,,7.899,9.0,2024-09-12T00:00:00Z
780,tt0019254,movie,La Passion de Jeanne d'Arc,1928-04-21T00:00:00Z,,,7.981,4.0,2016-09-29T00:00:00Z
16306,tt0070544,movie,La Planète sauvage,1973-12-01T00:00:00Z,,,7.634,8.0,2024-06-11T00:00:00Z
637,tt0118799,movie,La vita è bella,1997-12-20T00:00:00Z,,,8.44,8.0,2018-12-03T00:00:00Z
13597,tt0091369,movie,Labyrinth,1986-06-27T00:00:00Z,,,7.28,6.0,2025-12-03T00:00:00Z
5156,tt0040522,movie,Ladri di biciclette,1948-07-21T00:00:00Z,,,8.174,8.0,2016-09-29T00:00:00Z
391713,tt4925292,movie,Lady Bird,2017-09-01T00:00:00Z,,,7.253,6.0,2018-01-15T00:00:00Z
576845,tt9639470,movie,Last Night in Soho,2021-10-21T00:00:00Z,,,7.281,5.0,2023-08-02T00:00:00Z
947,tt0056172,movie,Lawrence of Arabia,1962-12-11T00:00:00Z,,,7.995,8.0,2016-09-29T00:00:00Z
4836,tt0375912,movie,Layer Cake,2004-09-30T00:00:00Z,,,6.911,7.0,2025-09-14T00:00:00Z
279096,tt3864024,movie,Lazer Team,2016-01-27T00:00:00Z,,,5.481,4.0,2016-03-01T00:00:00Z
18,tt0119116,movie,Le Cinquième Élément,1997-05-02T00:00:00Z,,,7.563,9.0,2024-11-18T00:00:00Z
194,tt0211915,movie,Le Fabuleux Destin d'Amélie Poulain,2001-04-25T00:00:00Z,,,7.916,8.0,2019-10-27T00:00:00Z
204,tt0046268,movie,Le Salaire de la peur,1953-04-22T00:00:00Z,,,8.005,8.0,2016-11-05T00:00:00Z
101,tt0110413,movie,Léon,1994-09-14T00:00:00Z,,,8.295,9.0,2015-05-13T00:00:00Z
147,tt0053198,movie,Les Quatre Cents Coups,1959-06-03T00:00:00Z,,,8.016,5.0,2016-05-12T00:00:00Z
1427535,tt6290024,movie,Let's Play - Uno : The Movie,2016-12-01T00:00:00Z,,,8.0,8.0,2017-01-01T00:00:00Z
583,tt0079470,movie,Life of Brian,1979-08-17T00:00:00Z,,,7.755,6.0,2021-11-29T00:00:00Z
87827,tt0454876,movie,Life of Pi,2012-11-20T00:00:00Z,,,7.406,5.0,2016-10-03T00:00:00Z
72976,tt0443272,movie,Lincoln,2012-11-09T00:00:00Z,,,6.853,6.0,2016-09-29T00:00:00Z
91018,tt2130114,movie,Linotype: The Film,2012-02-03T00:00:00Z,,,6.536,4.0,2025-09-12T00:00:00Z
334543,tt3741834,movie,Lion,2016-11-24T00:00:00Z,,,8.041,8.0,2017-02-02T00:00:00Z
331482,tt3281548,movie,Little Women,2019-12-25T00:00:00Z,,,7.857,8.0,2020-01-10T00:00:00Z
9071,tt0113677,movie,Living in Oblivion,1995-07-21T00:00:00Z,,,7.175,6.0,2016-02-26T00:00:00Z
100,tt0120735,movie,"Lock, Stock and Two Smoking Barrels",1998-08-28T00:00:00Z,,,8.098,4.0,2020-05-26T00:00:00Z
263115,tt3315342,movie,Logan,2017-02-28T00:00:00Z,,,7.818,7.0,2020-12-03T00:00:00Z
25890,tt0433116,movie,Looking for Comedy in the Muslim World,2006-01-20T00:00:00Z,,,4.844,2.0,2015-12-14T00:00:00Z
59967,tt1276104,movie,Looper,2012-09-26T00:00:00Z,,,6.9,8.0,2017-12-29T00:00:00Z
339419,tt4669986,movie,Loving,2016-11-04T00:00:00Z,,,6.699,8.0,2017-04-22T00:00:00Z
832,tt0022100,movie,M - Eine Stadt sucht einen Mörder,1931-05-11T00:00:00Z,,,8.063,7.0,2015-08-31T00:00:00Z
225728,tt2884018,movie,Macbeth,2015-09-22T00:00:00Z,,,6.449,6.0,2018-07-21T00:00:00Z
76341,tt1392190,movie,Mad Max: Fury Road,2015-05-13T00:00:00Z,,,7.629,8.0,2015-05-18T00:00:00Z
953,tt0351283,movie,Madagascar,2005-05-25T00:00:00Z,,,6.921,6.0,2016-09-29T00:00:00Z
10527,tt0479952,movie,Madagascar: Escape 2 Africa,2008-10-30T00:00:00Z,,,6.523,5.0,2016-09-29T00:00:00Z
334,tt0175880,movie,Magnolia,1999-12-17T00:00:00Z,,,7.731,8.0,2015-11-15T00:00:00Z
334541,tt4034228,movie,Manchester by the Sea,2016-11-17T00:00:00Z,,,7.551,6.0,2016-12-31T00:00:00Z
460885,tt6998518,movie,Mandy,2018-09-13T00:00:00Z,,,6.205,5.0,2018-09-17T00:00:00Z
254905,tt2893490,movie,Manglehorn,2015-06-03T00:00:00Z,,,5.41,6.0,2016-11-13T00:00:00Z
103620,tt2103217,movie,Maniac,2012-12-26T00:00:00Z,,,6.033,8.0,2017-04-23T00:00:00Z
614560,tt10618286,movie,Mank,2020-11-13T00:00:00Z,,,6.675,6.0,2021-03-20T00:00:00Z
1317288,tt32916440,movie,Marty Supreme,2025-12-19T00:00:00Z,,,7.557,6.0,2026-01-01T00:00:00Z
24238,tt0978762,movie,Mary and Max,2009-04-09T00:00:00Z,,,7.871,6.0,2021-03-19T00:00:00Z
29005,tt0067411,movie,McCabe & Mrs. Miller,1971-06-24T00:00:00Z,,,7.167,8.0,2019-10-25T00:00:00Z
308369,tt2582496,movie,Me and Earl and the Dying Girl,2015-06-12T00:00:00Z,,,7.531,7.0,2015-12-07T00:00:00Z
10625,tt0377092,movie,Mean Girls,2004-04-30T00:00:00Z,,,7.222,6.0,2021-04-06T00:00:00Z
42612,tt0064652,movie,Medium Cool,1969-08-27T00:00:00Z,,,6.652,5.0,2025-07-17T00:00:00Z
62215,tt1527186,movie,Melancholia,2011-05-26T00:00:00Z,,,7.159,5.0,2017-01-04T00:00:00Z
77,tt0209144,movie,Memento,2000-10-11T00:00:00Z,,,8.176,10.0,2015-07-26T00:00:00Z
607,tt0119654,movie,Men in Black,1997-07-02T00:00:00Z,,,7.216,7.0,2016-09-29T00:00:00Z
608,tt0120912,movie,Men in Black II,2002-07-03T00:00:00Z,,,6.383,6.0,2016-09-29T00:00:00Z
19,tt0017136,movie,Metropolis,1927-01-10T00:00:00Z,,,8.096,8.0,2017-12-19T00:00:00Z
696506,tt12299608,movie,Mickey 17,2025-02-28T00:00:00Z,,,6.827,6.0,2025-03-08T00:00:00Z
530385,tt8772262,movie,Midsommar,2019-07-03T00:00:00Z,,,7.153,4.0,2019-07-08T00:00:00Z
379,tt0100150,movie,Miller's Crossing,1990-09-21T00:00:00Z,,,7.45,7.0,2016-09-29T00:00:00Z
10510,tt0110527,movie,Miracle on 34th Street,1994-11-18T00:00:00Z,,,6.753,6.0,2020-12-26T00:00:00Z
575264,tt9603212,movie,Mission: Impossible - Dead Reckoning Part One,2023-07-08T00:00:00Z,,,7.507,6.0,2023-07-14T00:00:00Z
353081,tt4912910,movie,Mission: Impossible - Fallout,2018-07-25T00:00:00Z,,,7.447,8.0,2018-08-28T00:00:00Z
177677,tt2381249,movie,Mission: Impossible - Rogue Nation,2015-07-28T00:00:00Z,,,7.221,4.0,2016-05-28T00:00:00Z
575265,tt9603208,movie,Mission: Impossible - The Final Reckoning,2025-05-17T00:00:00Z,,,7.189,8.0,2025-05-23T00:00:00Z
3082,tt0027977,movie,Modern Times,1936-02-05T00:00:00Z,,,8.283,7.0,2018-09-02T00:00:00Z
585,tt0198781,movie,"Monsters, Inc.",2001-11-01T00:00:00Z,,,7.846,8.0,2016-09-29T00:00:00Z
762,tt0071853,movie,Monty Python and the Holy Grail,1975-04-03T00:00:00Z,,,7.802,8.0,2019-08-06T00:00:00Z
17431,tt1182345,movie,Moon,2009-06-12T00:00:00Z,,,7.566,8.0,2023-10-26T00:00:00Z
957457,tt9883832,movie,Moonage Daydream,2022-09-15T00:00:00Z,,,7.523,5.0,2025-06-21T00:00:00Z
376867,tt4975722,movie,Moonlight,2016-10-21T00:00:00Z,,,7.359,4.0,2017-01-19T00:00:00Z
83666,tt1748122,movie,Moonrise Kingdom,2012-05-16T00:00:00Z,,,7.676,10.0,2015-10-09T00:00:00Z
381283,tt5109784,movie,mother!,2017-09-13T00:00:00Z,,,6.962,4.0,2022-07-27T00:00:00Z
824,tt0203009,movie,Moulin Rouge!,2001-05-18T00:00:00Z,,,7.537,9.0,2025-05-25T00:00:00Z
31011,tt0485947,movie,Mr. Nobody,2009-11-06T00:00:00Z,,,7.797,8.0,2017-03-09T00:00:00Z
3083,tt0031679,movie,Mr. Smith Goes to Washington,1939-10-19T00:00:00Z,,,7.832,9.0,2020-05-25T00:00:00Z
1018,tt0166924,movie,Mulholland Drive,2001-06-06T00:00:00Z,,,7.801,7.0,2018-12-15T00:00:00Z
259328,tt0097934,movie,Mutant on the Bounty,1989-08-18T00:00:00Z,,,2.333,2.0,2016-02-18T00:00:00Z
10377,tt0104952,movie,My Cousin Vinny,1992-03-13T00:00:00Z,,,7.504,7.0,2020-02-06T00:00:00Z
38087,tt1237838,movie,Mystery Team,2009-08-28T00:00:00Z,,,6.151,6.0,2018-05-21T00:00:00Z
753342,tt13287846,movie,Napoleon,2023-11-22T00:00:00Z,,,6.307,5.0,2023-12-12T00:00:00Z
8193,tt0374900,movie,Napoleon Dynamite,2004-06-11T00:00:00Z,,,6.779,8.0,2019-11-03T00:00:00Z
5825,tt0097958,movie,National Lampoon's Christmas Vacation,1989-11-30T00:00:00Z,,,7.232,6.0,2018-02-13T00:00:00Z
2059,tt0368891,movie,National Treasure,2004-11-19T00:00:00Z,,,6.648,8.0,2016-09-29T00:00:00Z
241,tt0110632,movie,Natural Born Killers,1994-08-26T00:00:00Z,,,7.052,5.0,2016-09-03T00:00:00Z
42188,tt1334260,movie,Never Let Me Go,2010-03-18T00:00:00Z,,,6.845,7.0,2016-08-27T00:00:00Z
69165,tt0082806,movie,New Year's Evil,1980-12-26T00:00:00Z,,,4.859,6.0,2018-01-16T00:00:00Z
1028196,tt23055660,movie,Nickel Boys,2024-12-13T00:00:00Z,,,6.589,4.0,2025-01-30T00:00:00Z
242582,tt2872718,movie,Nightcrawler,2014-10-23T00:00:00Z,,,7.709,10.0,2014-11-05T00:00:00Z
6977,tt0477348,movie,No Country for Old Men,2007-11-09T00:00:00Z,,,7.946,9.0,2016-09-29T00:00:00Z
370172,tt2382320,movie,No Time to Die,2021-09-29T00:00:00Z,,,7.347,8.0,2021-10-14T00:00:00Z
340666,tt4550098,movie,Nocturnal Animals,2016-11-04T00:00:00Z,,,7.413,9.0,2018-02-07T00:00:00Z
581734,tt9770150,movie,Nomadland,2021-01-29T00:00:00Z,,,7.177,4.0,2025-04-19T00:00:00Z
213,tt0053125,movie,North by Northwest,1959-08-06T00:00:00Z,,,7.965,5.0,2016-09-29T00:00:00Z
11502,tt0056291,movie,Nóż w wodzie,1962-03-09T00:00:00Z,,,7.285,7.0,2016-03-01T00:00:00Z
11216,tt0095765,movie,Nuovo Cinema Paradiso,1988-11-17T00:00:00Z,,,8.424,9.0,2018-02-04T00:00:00Z
134,tt0190590,movie,"O Brother, Where Art Thou?",2000-08-30T00:00:00Z,,,7.322,8.0,2016-03-04T00:00:00Z
1542,tt0151804,movie,Office Space,1999-02-19T00:00:00Z,,,7.373,8.0,2016-09-29T00:00:00Z
387426,tt3967856,movie,Okja,2017-06-28T00:00:00Z,,,7.338,7.0,2021-01-18T00:00:00Z
117263,tt2302755,movie,Olympus Has Fallen,2013-03-20T00:00:00Z,,,6.413,6.0,2016-10-13T00:00:00Z
654,tt0047296,movie,On the Waterfront,1954-06-22T00:00:00Z,,,7.875,7.0,2020-04-25T00:00:00Z
466272,tt7131622,movie,Once Upon a Time... in Hollywood,2019-07-24T00:00:00Z,,,7.423,8.0,2019-07-26T00:00:00Z
527,tt0110729,movie,Once Were Warriors,1994-09-02T00:00:00Z,,,7.36,8.0,2023-07-10T00:00:00Z
510,tt0073486,movie,One Flew Over the Cuckoo's Nest,1975-11-19T00:00:00Z,,,8.412,4.0,2016-01-16T00:00:00Z
762841,tt10619638,movie,One More Orbit,2020-11-18T00:00:00Z,,,8.0,6.0,2020-12-17T00:00:00Z
19446,tt0475994,movie,One Six Right,2005-08-12T00:00:00Z,,,8.0,7.0,2024-01-13T00:00:00Z
8439,tt0340468,movie,Ônibus 174,2002-10-22T00:00:00Z,,,7.311,3.0,2016-05-18T00:00:00Z
77987,tt1602613,movie,Only God Forgives,2013-05-30T00:00:00Z,,,5.824,5.0,2016-05-13T00:00:00Z
493551,tt5208252,movie,Operation Finale,2018-08-29T00:00:00Z,,,6.69,7.0,2018-09-10T00:00:00Z
872585,tt15398776,movie,Oppenheimer,2023-07-19T00:00:00Z,,,8.034,9.0,2023-07-22T00:00:00Z
587792,tt9484998,movie,Palm Springs,2020-07-10T00:00:00Z,,,7.333,9.0,2021-01-15T00:00:00Z
4547,tt0258000,movie,Panic Room,2002-03-29T00:00:00Z,,,6.792,8.0,2018-09-04T00:00:00Z
655,tt0087884,movie,"Paris, Texas",1984-07-16T00:00:00Z,,,8.095,4.0,2023-08-02T00:00:00Z
975,tt0050825,movie,Paths of Glory,1957-10-25T00:00:00Z,,,8.257,8.0,2020-02-22T00:00:00Z
256961,tt3450650,movie,Paul Blart: Mall Cop 2,2015-04-16T00:00:00Z,,,5.181,4.0,2025-04-26T00:00:00Z
561325,tt6964076,movie,Pavarotti,2019-06-04T00:00:00Z,,,7.272,7.0,2019-06-29T00:00:00Z
308027,tt4104022,movie,"People, Places, Things",2015-08-14T00:00:00Z,,,6.55,7.0,2015-10-25T00:00:00Z
938,tt0059578,movie,Per qualche dollaro in più,1965-12-18T00:00:00Z,,,8.015,9.0,2017-12-28T00:00:00Z
491766,tt6854248,movie,Perfect Bid: The Contestant Who Knew Too Much,2017-10-13T00:00:00Z,,,6.507,6.0,2019-05-12T00:00:00Z
10494,tt0156887,movie,PERFECT BLUE,1998-02-28T00:00:00Z,,,8.3,9.0,2023-07-29T00:00:00Z
797,tt0060827,movie,Persona,1966-10-18T00:00:00Z,,,8.141,5.0,2023-08-20T00:00:00Z
9800,tt0107818,movie,Philadelphia,1993-12-22T00:00:00Z,,,7.714,7.0,2016-09-29T00:00:00Z
503257,tt5644050,movie,Pick of the Litter,2019-01-10T00:00:00Z,,,7.378,8.0,2021-03-21T00:00:00Z
475723,tt6091088,movie,Pigeonhearts,2017-02-10T00:00:00Z,,,5.667,8.0,2018-02-17T00:00:00Z
399106,tt5613056,movie,Piper,2016-06-16T00:00:00Z,,,8.151,9.0,2021-01-05T00:00:00Z
285,tt0449088,movie,Pirates of the Caribbean: At World's End,2007-05-19T00:00:00Z,,,7.267,8.0,2016-09-29T00:00:00Z
58,tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,2006-07-06T00:00:00Z,,,7.374,9.0,2016-09-29T00:00:00Z
1865,tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,2011-05-15T00:00:00Z,,,6.565,6.0,2016-09-29T00:00:00Z
22,tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09T00:00:00Z,,,7.819,10.0,2016-09-29T00:00:00Z
792,tt0091763,movie,Platoon,1986-12-19T00:00:00Z,,,7.743,8.0,2021-08-30T00:00:00Z
10227,tt0062136,movie,PlayTime,1967-12-13T00:00:00Z,,,7.728,10.0,2024-05-30T00:00:00Z
1172676,tt28912885,movie,Poison,2023-09-29T00:00:00Z,,,6.857,7.0,2024-10-03T00:00:00Z
792307,tt14230458,movie,Poor Things,2023-12-07T00:00:00Z,,,7.656,9.0,2023-12-23T00:00:00Z
5055,tt0052080,movie,Popiół i diament,1958-10-03T00:00:00Z,,,7.395,6.0,2017-09-21T00:00:00Z
341012,tt3960412,movie,Popstar: Never Stop Never Stopping,2016-06-03T00:00:00Z,,,6.595,6.0,2016-08-28T00:00:00Z
531428,tt8613070,movie,Portrait de la jeune fille en feu,2019-09-06T00:00:00Z,,,8.109,7.0,2021-11-24T00:00:00Z
9543,tt0473075,movie,Prince of Persia: The Sands of Time,2010-05-19T00:00:00Z,,,6.296,6.0,2021-12-14T00:00:00Z
146233,tt1392214,movie,Prisoners,2013-09-19T00:00:00Z,,,8.102,8.0,2017-01-01T00:00:00Z
539,tt0054215,movie,Psycho,1960-06-22T00:00:00Z,,,8.417,8.0,2019-06-14T00:00:00Z
680,tt0110912,movie,Pulp Fiction,1994-09-10T00:00:00Z,,,8.486,9.0,2015-10-28T00:00:00Z
8051,tt0272338,movie,Punch-Drunk Love,2002-10-11T00:00:00Z,,,7.101,6.0,2020-02-07T00:00:00Z
10764,tt0830515,movie,Quantum of Solace,2008-10-29T00:00:00Z,,,6.334,7.0,2015-11-04T00:00:00Z
1578,tt0081398,movie,Raging Bull,1980-11-14T00:00:00Z,,,7.909,5.0,2017-12-18T00:00:00Z
85,tt0082971,movie,Raiders of the Lost Ark,1981-06-12T00:00:00Z,,,7.921,6.0,2016-09-29T00:00:00Z
378,tt0093822,movie,Raising Arizona,1987-03-13T00:00:00Z,,,7.05,7.0,2026-01-05T00:00:00Z
461955,tt6990734,movie,Rakka,2017-06-14T00:00:00Z,,,7.006,8.0,2019-09-29T00:00:00Z
9896,tt0250687,movie,Rat Race,2001-08-17T00:00:00Z,,,6.283,6.0,2018-03-20T00:00:00Z
2062,tt0382932,movie,Ratatouille,2007-06-28T00:00:00Z,,,7.836,9.0,2021-01-05T00:00:00Z
567,tt0047396,movie,Rear Window,1954-08-01T00:00:00Z,,,8.343,7.0,2017-03-27T00:00:00Z
1880,tt0087985,movie,Red Dawn,1984-08-10T00:00:00Z,,,6.307,6.0,2023-07-06T00:00:00Z
641,tt0180093,movie,Requiem for a Dream,2000-10-06T00:00:00Z,,,8.011,3.0,2022-07-27T00:00:00Z
500,tt0105236,movie,Reservoir Dogs,1992-09-02T00:00:00Z,,,8.117,9.0,2016-09-28T00:00:00Z
1892,tt0086190,movie,Return of the Jedi,1983-05-25T00:00:00Z,,,7.904,8.0,2020-03-30T00:00:00Z
4147,tt0257044,movie,Road to Perdition,2002-07-12T00:00:00Z,,,7.344,8.0,2018-12-04T00:00:00Z
128826,tt0088008,movie,Roadhouse 66,1984-08-31T00:00:00Z,,,5.095,4.0,2018-01-16T00:00:00Z
1366,tt0075148,movie,Rocky,1976-12-03T00:00:00Z,,,7.795,7.0,2019-02-28T00:00:00Z
330459,tt3748528,movie,Rogue One: A Star Wars Story,2016-12-14T00:00:00Z,,,7.504,9.0,2016-12-20T00:00:00Z
426426,tt6155172,movie,Roma,2018-11-21T00:00:00Z,,,7.623,4.0,2019-01-29T00:00:00Z
264644,tt3170832,movie,Room,2015-10-16T00:00:00Z,,,7.997,9.0,2016-01-18T00:00:00Z
1580,tt0040746,movie,Rope,1948-02-01T00:00:00Z,,,7.935,7.0,2016-09-29T00:00:00Z
10479,tt0160797,movie,Rules of Engagement,2000-04-07T00:00:00Z,,,6.249,6.0,2023-12-04T00:00:00Z
96721,tt1979320,movie,Rush,2013-09-02T00:00:00Z,,,7.731,9.0,2019-05-09T00:00:00Z
11545,tt0128445,movie,Rushmore,1998-12-11T00:00:00Z,,,7.391,7.0,2016-04-28T00:00:00Z
857,tt0120815,movie,Saving Private Ryan,1998-07-24T00:00:00Z,,,8.221,8.0,2016-09-29T00:00:00Z
111,tt0086250,movie,Scarface,1983-12-09T00:00:00Z,,,8.155,8.0,2018-07-29T00:00:00Z
4257,tt0362120,movie,Scary Movie 4,2006-04-12T00:00:00Z,,,5.486,4.0,2018-04-11T00:00:00Z
424,tt0108052,movie,Schindler's List,1993-12-15T00:00:00Z,,,8.566,9.0,2017-04-12T00:00:00Z
1584,tt0332379,movie,School of Rock,2003-10-03T00:00:00Z,,,7.083,7.0,2016-09-29T00:00:00Z
22538,tt0446029,movie,Scott Pilgrim vs. the World,2010-08-12T00:00:00Z,,,7.485,10.0,2016-11-09T00:00:00Z
807,tt0114369,movie,Se7en,1995-09-22T00:00:00Z,,,8.379,9.0,2025-11-29T00:00:00Z
94329,tt1899353,movie,Serbuan Maut,2012-03-22T00:00:00Z,,,7.4,7.0,2023-06-10T00:00:00Z
9400,tt0117603,movie,Set It Off,1996-11-06T00:00:00Z,,,7.189,6.0,2016-09-01T00:00:00Z
86838,tt1931533,movie,Seven Psychopaths,2012-10-12T00:00:00Z,,,6.821,8.0,2023-10-24T00:00:00Z
76025,tt1723811,movie,Shame,2011-10-02T00:00:00Z,,,6.928,6.0,2020-04-30T00:00:00Z
747,tt0365748,movie,Shaun of the Dead,2004-04-09T00:00:00Z,,,7.539,7.0,2016-09-29T00:00:00Z
808,tt0126029,movie,Shrek,2001-05-18T00:00:00Z,,,7.756,7.0,2017-01-03T00:00:00Z
809,tt0298148,movie,Shrek 2,2004-05-19T00:00:00Z,,,7.307,7.0,2016-09-29T00:00:00Z
11324,tt1130884,movie,Shutter Island,2010-02-14T00:00:00Z,,,8.2,9.0,2016-09-29T00:00:00Z
273481,tt3397884,movie,Sicario,2015-09-17T00:00:00Z,,,7.416,8.0,2025-07-18T00:00:00Z
68730,tt0490215,movie,Silence,2016-12-23T00:00:00Z,,,7.121,7.0,2018-06-16T00:00:00Z
811,tt0067756,movie,Silent Running,1972-03-09T00:00:00Z,,,6.393,6.0,2024-06-12T00:00:00Z
187,tt0401792,movie,Sin City,2005-04-01T00:00:00Z,,,7.463,8.0,2016-05-12T00:00:00Z
872,tt0045152,movie,Singin' in the Rain,1952-04-10T00:00:00Z,,,8.139,7.0,2016-09-29T00:00:00Z
1233413,tt31193180,movie,Sinners,2025-04-16T00:00:00Z,,,7.49,8.0,2025-04-24T00:00:00Z
37724,tt1074638,movie,Skyfall,2012-10-24T00:00:00Z,,,7.257,7.0,2015-11-05T00:00:00Z
12405,tt1010048,movie,Slumdog Millionaire,2008-11-12T00:00:00Z,,,7.728,7.0,2017-02-19T00:00:00Z
614,tt0050986,movie,Smultronstället,1957-08-28T00:00:00Z,,,8.087,8.0,2020-04-19T00:00:00Z
107,tt0208092,movie,Snatch,2000-09-01T00:00:00Z,,,7.816,8.0,2019-08-09T00:00:00Z
11888,tt0281373,movie,Snow Dogs,2002-01-18T00:00:00Z,,,5.622,4.0,2018-03-27T00:00:00Z
348350,tt3778644,movie,Solo: A Star Wars Story,2018-05-15T00:00:00Z,,,6.557,6.0,2020-01-21T00:00:00Z
239,tt0053291,movie,Some Like It Hot,1959-03-19T00:00:00Z,,,8.087,8.0,2016-09-29T00:00:00Z
424781,tt5688932,movie,Sorry to Bother You,2018-07-06T00:00:00Z,,,6.786,7.0,2018-07-14T00:00:00Z
508442,tt2948372,movie,Soul,2020-12-25T00:00:00Z,,,8.097,8.0,2021-01-02T00:00:00Z
502033,tt5363618,movie,Sound of Metal,2020-11-20T00:00:00Z,,,7.698,8.0,2023-08-07T00:00:00Z
18221,tt0290296,movie,Space Station 3D,2002-04-17T00:00:00Z,,,6.435,7.0,2016-10-15T00:00:00Z
957,tt0094012,movie,Spaceballs,1987-06-24T00:00:00Z,,,6.861,5.0,2023-08-02T00:00:00Z
206647,tt2379713,movie,Spectre,2015-10-26T00:00:00Z,,,6.568,6.0,2015-11-07T00:00:00Z
7459,tt0811080,movie,Speed Racer,2008-05-07T00:00:00Z,,,6.328,8.0,2025-09-18T00:00:00Z
569094,tt9362722,movie,Spider-Man: Across the Spider-Verse,2023-05-31T00:00:00Z,,,8.334,9.0,2023-06-12T00:00:00Z
429617,tt6320628,movie,Spider-Man: Far From Home,2019-06-28T00:00:00Z,,,7.396,6.0,2019-07-08T00:00:00Z
324857,tt4633694,movie,Spider-Man: Into the Spider-Verse,2018-12-06T00:00:00Z,,,8.393,10.0,2019-12-04T00:00:00Z
634649,tt10872600,movie,Spider-Man: No Way Home,2021-12-15T00:00:00Z,,,7.932,8.0,2024-03-03T00:00:00Z
314365,tt1895587,movie,Spotlight,2015-11-06T00:00:00Z,,,7.816,9.0,2015-12-05T00:00:00Z
11,tt0076759,movie,Star Wars,1977-05-25T00:00:00Z,,,8.201,8.0,2020-03-28T00:00:00Z
287663,tt3816564,movie,Star Wars Rebels: Spark of Rebellion,2014-10-03T00:00:00Z,,,7.306,8.0,2020-01-21T00:00:00Z
337755,tt4236890,movie,Star Wars Rebels: The Siege of Lothal,2015-04-18T00:00:00Z,,,7.875,7.0,2020-02-03T00:00:00Z
1893,tt0120915,movie,Star Wars: Episode I - The Phantom Menace,1999-05-19T00:00:00Z,,,6.57,7.0,2019-11-13T00:00:00Z
1894,tt0121765,movie,Star Wars: Episode II - Attack of the Clones,2002-05-15T00:00:00Z,,,6.588,8.0,2015-01-07T00:00:00Z
1895,tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,2005-05-17T00:00:00Z,,,7.459,9.0,2015-01-07T00:00:00Z
12180,tt1185834,movie,Star Wars: The Clone Wars,2008-08-05T00:00:00Z,,,6.143,6.0,2019-11-21T00:00:00Z
140607,tt2488496,movie,Star Wars: The Force Awakens,2015-12-15T00:00:00Z,,,7.251,9.0,2015-12-19T00:00:00Z
181808,tt2527336,movie,Star Wars: The Last Jedi,2017-12-13T00:00:00Z,,,6.758,9.0,2017-12-15T00:00:00Z
181812,tt2527338,movie,Star Wars: The Rise of Skywalker,2019-12-18T00:00:00Z,,,6.274,4.0,2020-01-02T00:00:00Z
563,tt0120201,movie,Starship Troopers,1997-11-07T00:00:00Z,,,7.094,8.0,2021-12-09T00:00:00Z
321697,tt2080374,movie,Steve Jobs,2015-10-09T00:00:00Z,,,6.776,9.0,2015-10-17T00:00:00Z
1262,tt0420223,movie,Stranger Than Fiction,2006-11-10T00:00:00Z,,,7.282,5.0,2016-09-29T00:00:00Z
469,tt0088184,movie,Stranger Than Paradise,1984-10-01T00:00:00Z,,,7.146,8.0,2018-02-07T00:00:00Z
845,tt0044079,movie,Strangers on a Train,1951-06-27T00:00:00Z,,,7.666,7.0,2016-09-29T00:00:00Z
599,tt0043014,movie,Sunset Boulevard,1950-08-10T00:00:00Z,,,8.284,8.0,2020-01-18T00:00:00Z
1272,tt0448134,movie,Sunshine,2007-04-05T00:00:00Z,,,6.96,7.0,2017-08-13T00:00:00Z
347031,tt4034354,movie,Swiss Army Man,2016-06-24T00:00:00Z,,,6.925,8.0,2016-06-26T00:00:00Z
4960,tt0383028,movie,"Synecdoche, New York",2008-10-24T00:00:00Z,,,7.543,6.0,2017-11-03T00:00:00Z
231,tt0365737,movie,Syriana,2005-11-23T00:00:00Z,,,6.42,7.0,2018-01-11T00:00:00Z
817758,tt14444726,movie,TÁR,2022-09-23T00:00:00Z,,,7.102,8.0,2023-02-02T00:00:00Z
103,tt0075314,movie,Taxi Driver,1976-02-09T00:00:00Z,,,8.129,5.0,2016-09-29T00:00:00Z
47621,tt0978838,movie,Tempbot,2006-09-26T00:00:00Z,,,6.321,7.0,2025-06-10T00:00:00Z
2179,tt0365830,movie,Tenacious D in The Pick of Destiny,2006-11-22T00:00:00Z,,,6.78,6.0,2017-03-22T00:00:00Z
577922,tt6723592,movie,Tenet,2020-08-22T00:00:00Z,,,7.175,8.0,2021-03-06T00:00:00Z
280,tt0103064,movie,Terminator 2: Judgment Day,1991-07-03T00:00:00Z,,,8.139,8.0,2016-09-29T00:00:00Z
